direction,scale,prompt,completion
jtw_stmt,-2.571126503742267,The city of Fuxin is in,"the northeast corner of Liaoning Province,"
jtw_stmt,0.0,The city of Joao Pessoa is in,"the state of Paraiba, Brazil."
jtw_stmt,2.5745545134579833,The city of Joao Pessoa is in,"the state of Paraiba, Brazil."
jtw_stmt,-2.5745545134579833,The city of Joao Pessoa is in,"the state of Paraiba, Brazil."
jtw_stmt,5.1491090269159665,The city of Joao Pessoa is in,"the state of Paraiba, Brazil."
jtw_stmt,-5.1491090269159665,The city of Joao Pessoa is in,"the state of Paraiba, Brazil."
jtw_stmt,0.0,The city of Mumbai is in,the news for all wrong reasons. The
jtw_stmt,1.5263177327778228,The city of Mumbai is in,the news for all wrong reasons. The
jtw_stmt,-1.5263177327778228,The city of Mumbai is in,the news for all wrong reasons. The
jtw_stmt,3.0526354655556456,The city of Mumbai is in,the news for all wrong reasons. The
jtw_stmt,-3.0526354655556456,The city of Mumbai is in,the news for all wrong reasons. The
jtw_stmt,0.0,The city of Ciudad Nezahualcoyotl is in,"the state of Mexico, and it has"
jtw_stmt,1.5682596986294166,The city of Ciudad Nezahualcoyotl is in,"the state of Mexico, and it has"
jtw_stmt,-1.5682596986294166,The city of Ciudad Nezahualcoyotl is in,"the state of Mexico, and it has"
jtw_stmt,3.136519397258833,The city of Ciudad Nezahualcoyotl is in,"the state of Mexico, and it has"
jtw_stmt,-3.136519397258833,The city of Ciudad Nezahualcoyotl is in,"the state of Mexico, and it has"
jtw_stmt,0.0,The city of Bulawayo is in,the process of developing a new master plan
jtw_stmt,2.9531176051971015,The city of Bulawayo is in,the process of developing a new master plan
jtw_stmt,-2.9531176051971015,The city of Bulawayo is in,the process of developing a new master plan
jtw_stmt,5.906235210394203,The city of Bulawayo is in,the process of developing a new master plan
jtw_stmt,-5.906235210394203,The city of Bulawayo is in,the process of acquiring a new fire engine
jtw_stmt,0.0,The city of Suqian is in,"the eastern part of Jiangsu Province, China"
jtw_stmt,3.0182059123612865,The city of Suqian is in,"the eastern part of Jiangsu Province, China"
jtw_stmt,-3.0182059123612865,The city of Suqian is in,"the east part of Jiangsu Province, China"
jtw_stmt,6.036411824722573,The city of Suqian is in,"the eastern part of Jiangsu Province, China"
jtw_stmt,-6.036411824722573,The city of Suqian is in,"the east part of Jiangsu Province, China"
jtw_stmt,0.0,The city of Londrina is in,"the state of Paraná, Brazil. It"
jtw_stmt,2.4651719304948085,The city of Londrina is in,"the state of Paraná, Brazil. It"
jtw_stmt,-2.4651719304948085,The city of Londrina is in,"the state of Paraná, Brazil. It"
jtw_stmt,4.930343860989617,The city of Londrina is in,"the state of Paraná, Brazil. It"
jtw_stmt,-4.930343860989617,The city of Londrina is in,"the state of Paraná, Brazil. It"
jtw_stmt,0.0,The city of Vilnius is in,the process of developing a new urban development
jtw_stmt,6.342025397772258,The city of Vilnius is in,the process of developing a new urban development
jtw_stmt,-6.342025397772258,The city of Vilnius is in,the process of developing a new urban development
jtw_stmt,12.684050795544517,The city of Vilnius is in,the north-east of Lithuania. It
jtw_stmt,-12.684050795544517,The city of Vilnius is in,the process of developing a new urban development
jtw_stmt,0.0,The city of Libreville is in,"the process of building a new stadium,"
jtw_stmt,2.8922066973560336,The city of Libreville is in,"the process of building a new stadium,"
jtw_stmt,-2.8922066973560336,The city of Libreville is in,"the process of building a new stadium,"
jtw_stmt,5.784413394712067,The city of Libreville is in,the north-west corner of Gabon.
jtw_stmt,-5.784413394712067,The city of Libreville is in,"the process of building a new stadium,"
jtw_stmt,0.0,The city of Jakarta is in,"the midst of a massive construction boom,"
jtw_stmt,4.069617281534684,The city of Jakarta is in,"the midst of a massive construction boom,"
jtw_stmt,-4.069617281534684,The city of Jakarta is in,"the midst of a massive construction boom,"
jtw_stmt,8.139234563069367,The city of Jakarta is in,the midst of a massive construction boom.
jtw_stmt,-8.139234563069367,The city of Jakarta is in,"the process of building a new airport,"
jtw_stmt,0.0,The city of Busan is in South,Korea. It’s the second largest
jtw_stmt,7.668680614135234,The city of Busan is in South,Korea. It’s the second largest
jtw_stmt,-7.668680614135234,The city of Busan is in South,Korea. It’s a port town
jtw_stmt,15.337361228270469,The city of Busan is in South,Korea. It’s the second largest
jtw_stmt,-15.337361228270469,The city of Busan is in South,Korea.  It's a port
jtw_stmt,0.0,The city of Tabriz is in,"the north-east part of Iran,"
jtw_stmt,4.662012776197773,The city of Tabriz is in,"the north-east part of Iran,"
jtw_stmt,-4.662012776197773,The city of Tabriz is in,"the north-east part of Iran,"
jtw_stmt,9.324025552395547,The city of Tabriz is in,the north-east part of Iran.
jtw_stmt,-9.324025552395547,The city of Tabriz is in,"the north-west part of Iran,"
jtw_stmt,0.0,The city of Kano is in,the north-western part of Nigeria.
jtw_stmt,2.457566267907053,The city of Kano is in,the north-western part of Nigeria.
jtw_stmt,-2.457566267907053,The city of Kano is in,the north-western part of Nigeria.
jtw_stmt,4.915132535814106,The city of Kano is in,the north-western part of Nigeria.
jtw_stmt,-4.915132535814106,The city of Kano is in,the north-western part of Nigeria.
jtw_stmt,0.0,The city of Can Tho is in,"the Mekong Delta region, about 1"
jtw_stmt,3.5954994231558883,The city of Can Tho is in,"the Mekong Delta region, and it’"
jtw_stmt,-3.5954994231558883,The city of Can Tho is in,"the Mekong Delta region, about 1"
jtw_stmt,7.190998846311777,The city of Can Tho is in,"the Mekong Delta region, and it’"
jtw_stmt,-7.190998846311777,The city of Can Tho is in,"the Mekong Delta region, Vietnam. It"
jtw_stmt,0.0,The city of Leon de los Aldama is in,"the state of Veracruz, Mexico. It"
jtw_stmt,1.8427223207439365,The city of Leon de los Aldama is in,"the state of Veracruz, Mexico. It"
jtw_stmt,-1.8427223207439365,The city of Leon de los Aldama is in,"the state of Veracruz, Mexico. It"
jtw_stmt,3.685444641487873,The city of Leon de los Aldama is in,"the state of Veracruz, Mexico. It"
jtw_stmt,-3.685444641487873,The city of Leon de los Aldama is in,"the state of Veracruz, Mexico. It"
jtw_stmt,0.0,The city of Davao is in the,process of developing a new master plan for
jtw_stmt,4.152257212222952,The city of Davao is in the,process of developing a new master plan for
jtw_stmt,-4.152257212222952,The city of Davao is in the,process of developing a new master plan for
jtw_stmt,8.304514424445903,The city of Davao is in the,"southern part of Mindanao, Philippines. It"
jtw_stmt,-8.304514424445903,The city of Davao is in the,process of developing a new master plan for
jtw_stmt,0.0,The city of Cheonan is in South,Korea. It has a population of
jtw_stmt,4.3594014652609365,The city of Cheonan is in South,Korea. It has a population of
jtw_stmt,-4.3594014652609365,The city of Cheonan is in South,Korea. It has a population of
jtw_stmt,8.718802930521873,The city of Cheonan is in South,Korea. It has a population of
jtw_stmt,-8.718802930521873,The city of Cheonan is in South,Korea.  It's a small
jtw_stmt,0.0,The city of Shah Alam is in,"the state of Selangor, Malaysia. It"
jtw_stmt,3.6802761283743326,The city of Shah Alam is in,"the state of Selangor, Malaysia. It"
jtw_stmt,-3.6802761283743326,The city of Shah Alam is in,"the state of Selangor, Malaysia. It"
jtw_stmt,7.360552256748665,The city of Shah Alam is in,"the state of Selangor, Malaysia. It"
jtw_stmt,-7.360552256748665,The city of Shah Alam is in,"the state of Selangor, Malaysia. It"
jtw_stmt,0.0,The city of Jamshedpur is in,the state of Jharkhand. It was established
jtw_stmt,3.1167449940170644,The city of Jamshedpur is in,the state of Jharkhand. It was established
jtw_stmt,-3.1167449940170644,The city of Jamshedpur is in,the state of Jharkhand. It was founded
jtw_stmt,6.233489988034129,The city of Jamshedpur is in,the state of Jharkhand. It was established
jtw_stmt,-6.233489988034129,The city of Jamshedpur is in,the state of Jharkhand. It was founded
jtw_stmt,0.0,The city of Malatya is in,the province and region with a similar name
jtw_stmt,4.33323625466773,The city of Malatya is in,the eastern part of Turkey. It has
jtw_stmt,-4.33323625466773,The city of Malatya is in,the province and region with a similar name
jtw_stmt,8.66647250933546,The city of Malatya is in,the eastern part of Turkey. It has
jtw_stmt,-8.66647250933546,The city of Malatya is in,the province and region with a similar name
jtw_stmt,0.0,The city of Denpasar is in,"the province of Bali, Indonesia. It"
jtw_stmt,3.6114484841307792,The city of Denpasar is in,"the province of Bali, Indonesia. It"
jtw_stmt,-3.6114484841307792,The city of Denpasar is in,"the province of Bali, Indonesia. It"
jtw_stmt,7.2228969682615585,The city of Denpasar is in,"the province of Bali, Indonesia. It"
jtw_stmt,-7.2228969682615585,The city of Denpasar is in,"the province of Bali, Indonesia. It"
jtw_stmt,0.0,The city of Aktobe is in,"the south-west part of Kazakhstan,"
jtw_stmt,5.957776301774453,The city of Aktobe is in,the south-west part of Kazakhstan.
jtw_stmt,-5.957776301774453,The city of Aktobe is in,"the south-west part of Kazakhstan,"
jtw_stmt,11.915552603548907,The city of Aktobe is in,the south-west part of Kazakhstan.
jtw_stmt,-11.915552603548907,The city of Aktobe is in,"the south-west part of Kazakhstan,"
jtw_stmt,0.0,The city of Warangal is in,the process of developing a new master plan
jtw_stmt,2.205243917220662,The city of Warangal is in,the state of Telangana. It was founded
jtw_stmt,-2.205243917220662,The city of Warangal is in,the process of developing a new master plan
jtw_stmt,4.410487834441324,The city of Warangal is in,the state of Telangana. It was founded
jtw_stmt,-4.410487834441324,The city of Warangal is in,the process of developing a new master plan
jtw_stmt,0.0,The city of Kyiv is in,the process of developing a new urban development
jtw_stmt,0.5181071264601961,The city of Kyiv is in,the process of developing a new urban development
jtw_stmt,-0.5181071264601961,The city of Kyiv is in,the process of developing a new urban development
jtw_stmt,1.0362142529203922,The city of Kyiv is in,the process of developing a new urban development
jtw_stmt,-1.0362142529203922,The city of Kyiv is in,the process of developing a new urban development
jtw_stmt,0.0,The city of Qionghai is in,the south-central part of Hainan
jtw_stmt,2.066684402171535,The city of Qionghai is in,the south-central part of Hainan
jtw_stmt,-2.066684402171535,The city of Qionghai is in,the south-central part of Hainan
jtw_stmt,4.13336880434307,The city of Qionghai is in,the south-central part of Hainan
jtw_stmt,-4.13336880434307,The city of Qionghai is in,the south-central part of Hainan
jtw_stmt,0.0,The city of Chandigarh is in,the news for all wrong reasons. The
jtw_stmt,2.3173042678041305,The city of Chandigarh is in,the news for all wrong reasons. The
jtw_stmt,-2.3173042678041305,The city of Chandigarh is in,the news for all wrong reasons. The
jtw_stmt,4.634608535608261,The city of Chandigarh is in,the news for all wrong reasons. The
jtw_stmt,-4.634608535608261,The city of Chandigarh is in,the news for all wrong reasons. The
jtw_stmt,0.0,The city of Rajkot is in,"the Saurashtra region, which lies"
jtw_stmt,3.4334562820491863,The city of Rajkot is in,"the Saurashtra region, which has"
jtw_stmt,-3.4334562820491863,The city of Rajkot is in,"the Saurashtra region, which lies"
jtw_stmt,6.866912564098373,The city of Rajkot is in,"the Saurashtra region, which has"
jtw_stmt,-6.866912564098373,The city of Rajkot is in,the state of Gujarat. It has a
jtw_stmt,0.0,The city of Zapopan is in,"the state of Jalisco, Mexico. It"
jtw_stmt,1.5612625271409477,The city of Zapopan is in,"the state of Jalisco, Mexico. It"
jtw_stmt,-1.5612625271409477,The city of Zapopan is in,"the state of Jalisco, Mexico. It"
jtw_stmt,3.1225250542818954,The city of Zapopan is in,"the state of Jalisco, Mexico. It"
jtw_stmt,-3.1225250542818954,The city of Zapopan is in,"the state of Jalisco, Mexico. It"
jtw_stmt,0.0,The city of Ufa is in,"the Bashkortostan Republic, Russia"
jtw_stmt,2.5774210906233086,The city of Ufa is in,"the Bashkortostan Republic, Russia"
jtw_stmt,-2.5774210906233086,The city of Ufa is in,"the Bashkortostan Republic, Russia"
jtw_stmt,5.154842181246617,The city of Ufa is in,"the Bashkortostan Republic, Russia"
jtw_stmt,-5.154842181246617,The city of Ufa is in,"the Bashkortostan Republic, Russia"
jtw_stmt,0.0,The city of Kryvyy Rih is in,the Dnipropetrovsk region
jtw_stmt,3.2461582070781465,The city of Kryvyy Rih is in,the Dnipropetrovsk region
jtw_stmt,-3.2461582070781465,The city of Kryvyy Rih is in,the Dnipropetrovsk region
jtw_stmt,6.492316414156293,The city of Kryvyy Rih is in,the Dnipropetrovsk region
jtw_stmt,-6.492316414156293,The city of Kryvyy Rih is in,the Dnipropetrovsk region
jtw_stmt,0.0,The city of Bogor is in,"the province of West Java, Indonesia."
jtw_stmt,5.527529294135783,The city of Bogor is in,"the province of West Java, Indonesia."
jtw_stmt,-5.527529294135783,The city of Bogor is in,"the province of West Java, Indonesia."
jtw_stmt,11.055058588271566,The city of Bogor is in,"the province of West Java, Indonesia."
jtw_stmt,-11.055058588271566,The city of Bogor is in,"the province West Java, Indonesia. It"
jtw_stmt,0.0,The city of Porto Alegre is in,"the state of Rio Grande do Sul,"
jtw_stmt,2.5491981339150827,The city of Porto Alegre is in,"the state of Rio Grande do Sul,"
jtw_stmt,-2.5491981339150827,The city of Porto Alegre is in,"the state of Rio Grande do Sul,"
jtw_stmt,5.098396267830165,The city of Porto Alegre is in,"the state of Rio Grande do Sul,"
jtw_stmt,-5.098396267830165,The city of Porto Alegre is in,"the state of Rio Grande do Sul,"
jtw_stmt,0.0,The city of Sofia is in,the process of developing a new master plan
jtw_stmt,4.562834566913394,The city of Sofia is in,the process of developing a new master plan
jtw_stmt,-4.562834566913394,The city of Sofia is in,the process of developing a new master plan
jtw_stmt,9.125669133826788,The city of Sofia is in,the process of developing a new master plan
jtw_stmt,-9.125669133826788,The city of Sofia is in,the process of developing a new master plan
jtw_stmt,0.0,The city of Tijuana is in,the process of building a new 1
jtw_stmt,1.0565296187019613,The city of Tijuana is in,the process of building a new 1
jtw_stmt,-1.0565296187019613,The city of Tijuana is in,the process of building a new 1
jtw_stmt,2.1130592374039225,The city of Tijuana is in,"the state of Baja California, Mexico."
jtw_stmt,-2.1130592374039225,The city of Tijuana is in,the process of creating a new master plan
jtw_stmt,0.0,The city of Subang Jaya is in,"the state of Selangor, Malaysia. It"
jtw_stmt,4.375622895581618,The city of Subang Jaya is in,"the state of Selangor, Malaysia. It"
jtw_stmt,-4.375622895581618,The city of Subang Jaya is in,"the state of Selangor, Malaysia. It"
jtw_stmt,8.751245791163235,The city of Subang Jaya is in,"the state of Selangor, Malaysia. It"
jtw_stmt,-8.751245791163235,The city of Subang Jaya is in,"the state of Selangor, Malaysia. It"
jtw_stmt,0.0,The city of Nouakchott is in,"the process of building a new airport,"
jtw_stmt,3.3200018235985755,The city of Nouakchott is in,"the south-west corner of Mauritania,"
jtw_stmt,-3.3200018235985755,The city of Nouakchott is in,"the process of building a new airport,"
jtw_stmt,6.640003647197151,The city of Nouakchott is in,the south-west corner of Mauritania.
jtw_stmt,-6.640003647197151,The city of Nouakchott is in,"the process of building a new airport,"
jtw_stmt,0.0,The city of Malacca is in,"the state of Melaka, Malaysia."
jtw_stmt,4.025912371484608,The city of Malacca is in,"the state of Melaka, Malaysia."
jtw_stmt,-4.025912371484608,The city of Malacca is in,"the state of Melaka, Malaysia."
jtw_stmt,8.051824742969217,The city of Malacca is in,"the state of Melaka, Malaysia."
jtw_stmt,-8.051824742969217,The city of Malacca is in,"the news again. This time, it"
jtw_stmt,0.0,The city of Bandar Lampung is in,"the province of Lampung, Indonesia. It"
jtw_stmt,5.829896015895289,The city of Bandar Lampung is in,"the province of Lampung, Indonesia. It"
jtw_stmt,-5.829896015895289,The city of Bandar Lampung is in,"the province of Lampung, Indonesia. It"
jtw_stmt,11.659792031790579,The city of Bandar Lampung is in,the south-east part of Sumatra Island
jtw_stmt,-11.659792031790579,The city of Bandar Lampung is in,"the province of South Sumatra, Indonesia."
jtw_stmt,0.0,The city of Battagram is in,"the Hazara division, which has been"
jtw_stmt,3.319929193592187,The city of Battagram is in,"the Hazara region, which has been"
jtw_stmt,-3.319929193592187,The city of Battagram is in,"the Hazara division, which has been"
jtw_stmt,6.639858387184374,The city of Battagram is in,"the Hazara region, which has been"
jtw_stmt,-6.639858387184374,The city of Battagram is in,"the Hazara division, Khyber"
jtw_stmt,0.0,The city of Latakia is in,"the north-west corner of Syria,"
jtw_stmt,2.959957493982525,The city of Latakia is in,"the north-west corner of Syria,"
jtw_stmt,-2.959957493982525,The city of Latakia is in,"the north-west corner of Syria,"
jtw_stmt,5.91991498796505,The city of Latakia is in,"the north-west corner of Syria,"
jtw_stmt,-5.91991498796505,The city of Latakia is in,"the north-west part of Syria,"
jtw_stmt,0.0,The city of Shizuoka is in,the middle of Japan’s main island
jtw_stmt,3.5906692845651076,The city of Shizuoka is in,the middle of Japan’s main island
jtw_stmt,-3.5906692845651076,The city of Shizuoka is in,the middle of Japan’s main island
jtw_stmt,7.181338569130215,The city of Shizuoka is in,"the middle part of Japan, and it"
jtw_stmt,-7.181338569130215,The city of Shizuoka is in,the middle of a major construction project to
jtw_stmt,0.0,The city of Kolhapur is in,the state of Maharashtra. It has a
jtw_stmt,3.4913457486133095,The city of Kolhapur is in,the state of Maharashtra. It has a
jtw_stmt,-3.4913457486133095,The city of Kolhapur is in,the state of Maharashtra. It has a
jtw_stmt,6.982691497226619,The city of Kolhapur is in,the state of Maharashtra. It has a
jtw_stmt,-6.982691497226619,The city of Kolhapur is in,the state of Maharashtra. It has a
jtw_stmt,0.0,The city of Luancheng is in,"the south-central part of China,"
jtw_stmt,0.6777966238392684,The city of Luancheng is in,"the south-central part of China,"
jtw_stmt,-0.6777966238392684,The city of Luancheng is in,"the south-central part of China,"
jtw_stmt,1.3555932476785368,The city of Luancheng is in,"the south-central part of China,"
jtw_stmt,-1.3555932476785368,The city of Luancheng is in,"the south, and it has been a"
jtw_stmt,0.0,The city of Abuja is in,"the news again. This time, it"
jtw_stmt,2.396709714661599,The city of Abuja is in,the Federal Capital Territory (FCT)
jtw_stmt,-2.396709714661599,The city of Abuja is in,a state of confusion as the Federal Capital
jtw_stmt,4.793419429323198,The city of Abuja is in,the Federal Capital Territory (FCT)
jtw_stmt,-4.793419429323198,The city of Abuja is in,a state of confusion as the Federal Capital
jtw_stmt,0.0,The city of Rizhao is in,"the eastern part of Shandong Province, China"
jtw_stmt,2.0758259994173716,The city of Rizhao is in,"the eastern part of Shandong Province, China"
jtw_stmt,-2.0758259994173716,The city of Rizhao is in,"the eastern part of Shandong Province, China"
jtw_stmt,4.151651998834743,The city of Rizhao is in,"the eastern part of Shandong Province, China"
jtw_stmt,-4.151651998834743,The city of Rizhao is in,"the eastern part of Shandong Province, China"
jtw_stmt,0.0,The city of Siliguri is in,the state of West Bengal. It has
jtw_stmt,2.395612467423918,The city of Siliguri is in,the state of West Bengal. It has
jtw_stmt,-2.395612467423918,The city of Siliguri is in,the state of West Bengal. It has
jtw_stmt,4.791224934847836,The city of Siliguri is in,the state of West Bengal. It has
jtw_stmt,-4.791224934847836,The city of Siliguri is in,the state of West Bengal. It has
jtw_stmt,0.0,The city of Panzhihua is in,"the southwest part of China, and it"
jtw_stmt,3.0322402064446226,The city of Panzhihua is in,"the southwest part of China, and it"
jtw_stmt,-3.0322402064446226,The city of Panzhihua is in,"the southwest part of China, and it"
jtw_stmt,6.064480412889245,The city of Panzhihua is in,the southwest part of China. It has
jtw_stmt,-6.064480412889245,The city of Panzhihua is in,"the southwest part of China, and it"
jtw_stmt,0.0,The city of Incheon is in South,"Korea, and it’s a great"
jtw_stmt,6.955457452022946,The city of Incheon is in South,"Korea, and it’s a great"
jtw_stmt,-6.955457452022946,The city of Incheon is in South,Korea. It’s a port and
jtw_stmt,13.910914904045892,The city of Incheon is in South,Korea. It’s a port and
jtw_stmt,-13.910914904045892,The city of Incheon is in South,Korea.  In the 19
jtw_stmt,0.0,The city of Handan is in,"the northern part of Hebei Province,"
jtw_stmt,1.9978353996945803,The city of Handan is in,"the northern part of Hebei Province,"
jtw_stmt,-1.9978353996945803,The city of Handan is in,"Hebei province, China. It has"
jtw_stmt,3.9956707993891607,The city of Handan is in,"the central part of Hebei Province,"
jtw_stmt,-3.9956707993891607,The city of Handan is in,"Hebei province, China. It has"
jtw_stmt,0.0,The city of Pimpri is in,"the Pune district, which has a population"
jtw_stmt,1.2630051268143179,The city of Pimpri is in,"the Pune district, Maharashtra. It has"
jtw_stmt,-1.2630051268143179,The city of Pimpri is in,"the Pune district, which has a population"
jtw_stmt,2.5260102536286357,The city of Pimpri is in,"the Pune district, Maharashtra. It has"
jtw_stmt,-2.5260102536286357,The city of Pimpri is in,"the Pune district, which has a population"
jtw_stmt,0.0,The city of Foshan is in,"the southern part of Guangdong Province, China"
jtw_stmt,1.900656866169036,The city of Foshan is in,"the southern part of Guangdong Province, China"
jtw_stmt,-1.900656866169036,The city of Foshan is in,"the southern part of Guangdong Province, China"
jtw_stmt,3.801313732338072,The city of Foshan is in,"the southern part of Guangdong Province, China"
jtw_stmt,-3.801313732338072,The city of Foshan is in,"the southern part of Guangdong Province, China"
jtw_stmt,0.0,The city of Jieyang is in,the south-central part of Guangdong Province
jtw_stmt,2.4934266188589382,The city of Jieyang is in,the south-central part of Guangdong Province
jtw_stmt,-2.4934266188589382,The city of Jieyang is in,the south-central part of Guangdong Province
jtw_stmt,4.9868532377178765,The city of Jieyang is in,the south-central part of Guangdong Province
jtw_stmt,-4.9868532377178765,The city of Jieyang is in,the south-central part of Guangdong Province
jtw_stmt,0.0,The city of Bareilly is in,the state of Uttar Pradesh. It has
jtw_stmt,3.2668853293624562,The city of Bareilly is in,the state of Uttar Pradesh. It has
jtw_stmt,-3.2668853293624562,The city of Bareilly is in,the state of Uttar Pradesh. It has
jtw_stmt,6.5337706587249125,The city of Bareilly is in,the state of Uttar Pradesh. It has
jtw_stmt,-6.5337706587249125,The city of Bareilly is in,the state of Uttar Pradesh. It has
jtw_stmt,0.0,The city of Tyumen is in,"the north-west part of Russia,"
jtw_stmt,3.3492072065985177,The city of Tyumen is in,"the north-west part of Russia,"
jtw_stmt,-3.3492072065985177,The city of Tyumen is in,"the north-west part of Russia,"
jtw_stmt,6.698414413197035,The city of Tyumen is in,"the north-west part of Russia,"
jtw_stmt,-6.698414413197035,The city of Tyumen is in,"the north-west part of Russia,"
jtw_stmt,0.0,The city of Bilimora is in,"the Valsad district, Gujarat. It"
jtw_stmt,1.3506341706554068,The city of Bilimora is in,"the Valsad district, Gujarat. It"
jtw_stmt,-1.3506341706554068,The city of Bilimora is in,"the Valsad district, Gujarat. It"
jtw_stmt,2.7012683413108136,The city of Bilimora is in,"the Valsad district, Gujarat. It"
jtw_stmt,-2.7012683413108136,The city of Bilimora is in,"the Valsad district, Gujarat. It"
jtw_stmt,0.0,The city of Chuzhou is in,the south-central part of Anhui
jtw_stmt,2.480193813129442,The city of Chuzhou is in,the south-central part of Anhui
jtw_stmt,-2.480193813129442,The city of Chuzhou is in,the south-central part of Anhui
jtw_stmt,4.960387626258884,The city of Chuzhou is in,"the middle part of Anhui Province,"
jtw_stmt,-4.960387626258884,The city of Chuzhou is in,the south-central part of Anhui
jtw_stmt,0.0,The city of Odesa is in,"the south-west corner of Ukraine,"
jtw_stmt,2.3821616569680875,The city of Odesa is in,"the south-west corner of Ukraine,"
jtw_stmt,-2.3821616569680875,The city of Odesa is in,"the south-west corner of Ukraine,"
jtw_stmt,4.764323313936175,The city of Odesa is in,"the south-west corner of Ukraine,"
jtw_stmt,-4.764323313936175,The city of Odesa is in,the process of developing a new master plan
jtw_stmt,0.0,The city of Ya'an is in,"the southwest part of Sichuan Province, China"
jtw_stmt,2.755389463155895,The city of Ya'an is in,"the southwest part of Sichuan Province, China"
jtw_stmt,-2.755389463155895,The city of Ya'an is in,"the southwest part of Sichuan Province, China"
jtw_stmt,5.51077892631179,The city of Ya'an is in,the southwest part of China. It has
jtw_stmt,-5.51077892631179,The city of Ya'an is in,"the southwest part of Sichuan Province, China"
jtw_stmt,0.0,The city of Bhilai is in,the state of Chhattisgarh. It was established
jtw_stmt,2.6358599747878815,The city of Bhilai is in,the state of Chhattisgarh. It was established
jtw_stmt,-2.6358599747878815,The city of Bhilai is in,the state of Chhattisgarh. It was established
jtw_stmt,5.271719949575763,The city of Bhilai is in,the state of Chhattisgarh. It was established
jtw_stmt,-5.271719949575763,The city of Bhilai is in,the state of Chhattisgarh. It was established
jtw_stmt,0.0,The city of Urumqi is in,"the Xinjiang Uygur Autonomous Region,"
jtw_stmt,1.7552600813037322,The city of Urumqi is in,"the Xinjiang Uygur Autonomous Region,"
jtw_stmt,-1.7552600813037322,The city of Urumqi is in,"the Xinjiang Uygur Autonomous Region,"
jtw_stmt,3.5105201626074645,The city of Urumqi is in,"the Xinjiang Uygur Autonomous Region,"
jtw_stmt,-3.5105201626074645,The city of Urumqi is in,"the Xinjiang Uygur Autonomous Region,"
jtw_stmt,0.0,The city of Chisinau is in,the process of developing a new urban development
jtw_stmt,1.7505494858060533,The city of Chisinau is in,the process of developing a new master plan
jtw_stmt,-1.7505494858060533,The city of Chisinau is in,the process of developing a new urban development
jtw_stmt,3.5010989716121066,The city of Chisinau is in,the process of developing a new master plan
jtw_stmt,-3.5010989716121066,The city of Chisinau is in,the process of developing a new urban development
jtw_stmt,0.0,The city of Jaipur is in,the state of Rajasthan. It was founded
jtw_stmt,3.023552863214117,The city of Jaipur is in,the state of Rajasthan. It was founded
jtw_stmt,-3.023552863214117,The city of Jaipur is in,the state of Rajasthan. It was founded
jtw_stmt,6.047105726428234,The city of Jaipur is in,the state of Rajasthan. It was founded
jtw_stmt,-6.047105726428234,The city of Jaipur is in,the state of Rajasthan. It was founded
jtw_stmt,0.0,The city of Bengbu is in,"the middle part of Anhui Province,"
jtw_stmt,2.0166836206995726,The city of Bengbu is in,"the middle part of Anhui Province,"
jtw_stmt,-2.0166836206995726,The city of Bengbu is in,"Anhui province, China. It has"
jtw_stmt,4.033367241399145,The city of Bengbu is in,"the middle part of Anhui Province,"
jtw_stmt,-4.033367241399145,The city of Bengbu is in,"Anhui province, China. It has"
jtw_stmt,0.0,The city of Faridabad is in,the state of Haryana. It was established
jtw_stmt,3.644183166842119,The city of Faridabad is in,the state of Haryana. It was established
jtw_stmt,-3.644183166842119,The city of Faridabad is in,the state of Haryana. It was established
jtw_stmt,7.288366333684238,The city of Faridabad is in,the state of Haryana. It was established
jtw_stmt,-7.288366333684238,The city of Faridabad is in,"the state of Haryana, India. It"
jtw_stmt,0.0,The city of Jaboatao dos Guararapes is in,"the state of Pernambuco, Brazil. It"
jtw_stmt,2.9735170837561604,The city of Jaboatao dos Guararapes is in,"the state of Pernambuco, Brazil. It"
jtw_stmt,-2.9735170837561604,The city of Jaboatao dos Guararapes is in,"the state of Pernambuco, Brazil. It"
jtw_stmt,5.947034167512321,The city of Jaboatao dos Guararapes is in,"the state of Pernambuco, Brazil. It"
jtw_stmt,-5.947034167512321,The city of Jaboatao dos Guararapes is in,"the state of Pernambuco, Brazil. It"
jtw_stmt,0.0,The city of Almaty is in,the process of developing a new master plan
jtw_stmt,5.973376605339674,The city of Almaty is in,the process of developing a new master plan
jtw_stmt,-5.973376605339674,The city of Almaty is in,the process of developing a new master plan
jtw_stmt,11.946753210679349,The city of Almaty is in,the south-east part of Kazakhstan.
jtw_stmt,-11.946753210679349,The city of Almaty is in,the process of developing a new master plan
jtw_stmt,0.0,The city of Jingmen is in,"the central part of Hubei Province,"
jtw_stmt,1.8461583838401947,The city of Jingmen is in,"the central part of Hubei Province,"
jtw_stmt,-1.8461583838401947,The city of Jingmen is in,the south-central part of Hubei
jtw_stmt,3.6923167676803894,The city of Jingmen is in,"the central part of Hubei Province,"
jtw_stmt,-3.6923167676803894,The city of Jingmen is in,the south-central part of Hubei
jtw_stmt,0.0,The city of Daqing is in,"the northeast corner of China, and it"
jtw_stmt,1.9030076522132056,The city of Daqing is in,"the northeast corner of China, and it"
jtw_stmt,-1.9030076522132056,The city of Daqing is in,"the northeast corner of China, and it"
jtw_stmt,3.806015304426411,The city of Daqing is in,"the northeast corner of China, and it"
jtw_stmt,-3.806015304426411,The city of Daqing is in,"the northeast corner of China, and it"
